GeneName	n_homAA	n_hetRA
ARL1	0	0
ARL10	0	2451
ARL11	0	317
ARL13A	0	0
ARL13B	1	35
ARL14	0	332
ARL14EP	0	376
ARL14EPL	0	0
ARL15	0	48
ARL16	0	6
ARL17A	16	20
ARL17B	0	0
ARL2	0	1
ARL2BP	0	0
ARL3	0	0
ARL4A	39	8335
ARL4C	0	125
ARL4D	0	16
ARL5A	0	0
ARL5B	0	0
ARL5C	11	1
ARL6	0	46
ARL6IP1	0	174
ARL6IP4	0	146
ARL6IP5	0	0
ARL6IP6	0	0
ARL8A	2	1939
ARL8B	0	312
ARL9	0	0
ARMC1	0	67
ARMC10	0	1352
ARMC12	0	1418
ARMC2	0	78
ARMC3	0	0
ARMC4	0	1309
ARMC5	0	46
ARMC6	19	4
ARMC7	0	8392
ARMC8	0	176
ARMC9	0	29
ARMCX1	20	104
ARMCX2	0	0
ARMCX3	0	5
ARMCX4	0	659
ARMCX5	0	0
ARMCX5-GPRASP2	0	9
ARMCX6	0	135
ARMH1	0	968
ARMH2	0	44
ARMH3	0	43
ARMH4	18	1680
ARMS2	0	0
ARMT1	0	40
ARNT	0	837
ARNT2	0	0
ARNTL	0	13
ARNTL2	0	636
ARPC1A	0	0
ARPC1B	0	3270
ARPC2	0	7138
ARPC3	0	9806
ARPC4	0	25
ARPC4-TTLL3	9	0
ARPC5	0	161
ARPC5L	0	2
ARPIN	2	0
ARPIN-AP3S2	0	146
ARPP19	0	11387
ARPP21	1	223
ARR3	0	0
ARRB1	0	1
ARRB2	1	3
ARRDC1	0	45
ARRDC2	0	0
ARRDC3	0	0
ARRDC4	0	0
ARRDC5	0	6
ARSA	0	0
ARSB	3	0
ARSD	4	2
ARSF	0	76
ARSG	0	1788
ARSH	0	1
ARSI	0	119
ARSJ	0	17
ARSK	0	3
ARSL	59	0
ART1	0	465
ART3	0	2288
ART4	0	2
ART5	0	844
ARTN	17	0
ARV1	0	0
ARVCF	0	5554
ARX	0	3
AS3MT	0	312
ASAH1	0	3
ASAH2	0	0
ASAH2B	0	2045
ASAP1	210	2629
ASAP2	0	0
ASAP3	0	0
ASB1	0	113
ASB10	0	6801
ASB11	0	256
ASB12	0	379
ASB13	1	27
ASB14	0	16
ASB15	0	618
ASB16	0	3
ASB17	0	0
ASB18	0	1115
ASB2	0	0
ASB3	0	0
ASB4	6	2449
ASB5	6	343
ASB6	0	0
ASB7	3	0
ASB8	0	3310
ASB9	0	0
ASCC1	4	247
ASCC2	0	1540
ASCC3	0	657
ASCL1	0	496
ASCL2	0	19
ASCL3	0	0
ASCL4	0	3
ASCL5	0	3845
ASDURF	0	6
ASF1A	0	14242
ASF1B	0	0
ASGR1	0	51
ASGR2	0	0
ASH1L	1	7121
ASH2L	0	20
ASIC1	1	3
ASIC2	0	1744
ASIC3	0	0
ASIC4	0	0
ASIC5	1	0
ASIP	0	37
ASL	0	116
ASMT	0	1326
ASMTL	0	3
ASNS	0	0
ASNSD1	0	617
ASPA	0	116
ASPDH	0	7
ASPG	0	330
ASPH	107	0
ASPHD1	0	0
ASPHD2	0	0
ASPM	0	617
ASPN	0	507
ASPRV1	0	10
ASPSCR1	14	694
ASRGL1	0	1900
ASS1	0	0
ASTE1	0	92
ASTL	0	0
ASTN1	0	0
ASTN2	0	8282
ASXL1	0	0
ASXL2	20	861
ASXL3	0	0
ASZ1	0	202
ATAD1	0	772
ATAD2	0	0
ATAD2B	92	6711
ATAD3A	0	119
ATAD3B	0	222
ATAD3C	0	0
ATAD5	0	5
ATAT1	0	495
ATCAY	0	0
ATE1	0	0
ATF1	2	10628
ATF2	0	0
ATF3	56	3
ATF4	0	2268
ATF5	0	0
ATF6	0	5729
ATF6B	0	1187
ATF7	0	0
ATF7-NPFF	0	0
ATF7IP	0	1
ATF7IP2	0	4097
ATG10	0	0
ATG101	0	452
ATG12	0	367
ATG13	0	0
ATG14	0	4570
ATG16L1	0	0
ATG16L2	0	0
ATG2A	0	0
ATG2B	0	67
ATG3	0	4040
ATG4A	0	0
ATG4B	0	203
ATG4C	0	318
ATG4D	0	3
ATG5	0	66
ATG7	0	7047
ATG9A	3	9
ATG9B	0	262
ATIC	0	9054
ATL1	0	0
ATL2	0	0
ATL3	0	831
ATM	0	0
ATMIN	0	773
ATN1	0	62
ATOH1	0	2
ATOH7	13	322
ATOH8	0	1
ATOX1	0	94
ATP10A	33	87
ATP10B	0	0
ATP10D	0	0
ATP11A	0	2
ATP11B	0	1651
ATP11C	0	20
ATP12A	0	2
ATP13A1	0	107
ATP13A2	0	848
ATP13A3	0	9
ATP13A4	0	4573
ATP13A5	0	133
ATP1A1	0	16271
ATP1A2	0	0
ATP1A3	0	99
ATP1A4	0	9443
ATP1B1	0	0
ATP1B2	8	1940
ATP1B3	0	50
ATP1B4	0	7
ATP23	0	5
ATP2A1	2	5
ATP2A2	0	0
ATP2A3	0	1
ATP2B1	138	1538
ATP2B2	0	364
ATP2B3	0	0
ATP2B4	0	10
ATP2C1	0	1605
ATP2C2	0	338
ATP4A	553	39
ATP4B	0	32
ATP5F1A	0	10910
ATP5F1B	1	0
ATP5F1C	0	1
ATP5F1D	0	6
ATP5F1E	0	0
ATP5IF1	0	1
ATP5MC1	0	13
ATP5MC2	0	172
ATP5MC3	9	4
ATP5MD	0	1
ATP5ME	0	0
ATP5MF	0	71
ATP5MF-PTCD1	0	7
ATP5MG	0	5
ATP5MGL	0	5
ATP5MPL	0	0
ATP5PB	0	4
ATP5PD	0	836
ATP5PF	0	0
ATP5PO	0	0
ATP6AP1	1	12
ATP6AP1L	2	3057
ATP6AP2	0	5442
ATP6V0A1	0	0
ATP6V0A2	0	36
ATP6V0A4	0	1269
ATP6V0B	0	1614
ATP6V0C	27	0
ATP6V0D1	0	0
ATP6V0D2	2	0
ATP6V0E1	27	1
ATP6V0E2	0	0
ATP6V1A	0	13
ATP6V1B1	0	0
ATP6V1B2	0	8
ATP6V1C1	0	206
ATP6V1C2	0	12312
ATP6V1D	0	0
ATP6V1E1	0	1197
ATP6V1E2	0	157
ATP6V1F	0	0
ATP6V1FNB	0	82
ATP6V1G1	0	257
ATP6V1G2	0	3
ATP6V1G3	0	560
ATP6V1H	3	0
ATP7A	0	6424
ATP7B	0	22
ATP8A1	0	5393
ATP8A2	1	0
ATP8B1	12	3
ATP8B2	0	0
ATP8B3	0	0
ATP8B4	0	1040
ATP9A	0	6
ATP9B	0	4
ATPAF1	0	0
ATPAF2	0	5263
ATPSCKMT	0	5
ATR	25	0
ATRAID	0	0
ATRIP	0	0
ATRN	0	275
ATRNL1	0	2620
ATRX	6	11
ATXN1	0	24
ATXN10	71	0
ATXN1L	0	0
ATXN2	0	0
ATXN2L	0	3139
ATXN3	0	292
ATXN3L	19	47
ATXN7	0	0
ATXN7L1	0	157
ATXN7L2	0	8
ATXN7L3	0	0
ATXN7L3B	0	0
AUH	102	0
AUNIP	0	8894
AUP1	0	0
AURKA	0	6
AURKAIP1	0	1
AURKB	0	0
AURKC	1	5931
AUTS2	0	39
AVEN	0	3
AVIL	0	0
AVL9	0	0
AVP	0	62
AVPI1	0	90
AVPR1A	0	179
AVPR1B	0	160
AVPR2	0	2570
AWAT1	0	0
AWAT2	0	110
AXDND1	0	0
AXIN1	0	0
AXIN2	0	238
AXL	0	98
AZGP1	0	0
AZI2	0	5
AZIN1	0	10
AZIN2	0	0
AZU1	7	832
B2M	0	0
B3GALNT1	0	0
B3GALNT2	0	2173
B3GALT1	0	276
B3GALT2	0	0
B3GALT4	2	0
B3GALT5	0	26
B3GALT6	0	104
B3GAT1	0	2215
B3GAT2	0	0
B3GAT3	0	0
B3GLCT	0	195
B3GNT10	64	16
B3GNT2	0	1240
B3GNT3	0	0
B3GNT4	0	21
B3GNT5	0	0
B3GNT6	0	1180
B3GNT7	0	0
B3GNT8	0	0
B3GNT9	0	6
B3GNTL1	0	237
B4GALNT1	0	22
B4GALNT2	0	2603
B4GALNT3	10	0
B4GALNT4	0	0
B4GALT1	0	0
B4GALT2	0	16936
B4GALT3	0	8
B4GALT4	0	257
B4GALT5	0	0
B4GALT6	0	129
B4GALT7	0	36
B4GAT1	0	0
B9D1	0	0
B9D2	0	0
BAALC	0	7
BAAT	68	0
BABAM1	2	1615
BABAM2	0	15
BACE1	0	795
BACE2	0	403
BACH1	0	18
BACH2	0	0
BAD	0	0
BAG1	0	0
BAG2	0	22
BAG3	0	0
BAG4	0	29
BAG5	0	11
BAG6	0	30
BAHCC1	0	0
BAHD1	0	0
BAIAP2	0	8
BAIAP2L1	0	389
BAIAP2L2	0	57
BAIAP3	0	1
BAK1	8	0
BAMBI	0	66
BANF1	0	1
BANF2	0	8
BANK1	0	831
BANP	0	0
BAP1	0	0
BARD1	0	1952
BARHL1	0	605
BARHL2	0	38
BARX1	0	35
BARX2	0	83
BASP1	0	0
BATF	0	0
BATF2	0	55
BATF3	8	0
BAX	28	0
BAZ1A	0	126
BAZ1B	0	0
BAZ2A	0	1
BAZ2B	0	1
BBC3	1	1
BBIP1	0	82
BBOF1	0	0
BBOX1	0	3360
BBS1	0	40
BBS10	226	0
BBS12	58	0
BBS2	0	36
BBS4	0	1
BBS5	0	0
BBS7	0	199
BBS9	0	710
BBX	0	10985
BCAM	0	0
BCAN	0	0
BCAP29	0	83
BCAP31	0	0
BCAR1	0	23
BCAR3	0	0
BCAS1	0	0
BCAS2	0	3
BCAS3	0	342
BCAS4	7	0
BCAT1	0	0
BCAT2	0	31
BCCIP	1	0
BCDIN3D	0	2995
BCHE	0	0
BCKDHA	0	850
BCKDHB	0	57
BCKDK	0	618
BCL10	0	3870
BCL11A	0	4
BCL11B	0	41
BCL2	0	0
BCL2A1	0	4830
BCL2L1	0	0
BCL2L10	0	119
BCL2L11	0	0
BCL2L12	0	2560
BCL2L13	0	0
BCL2L14	0	21
BCL2L15	0	57
BCL2L2	0	2
BCL2L2-PABPN1	67	0
BCL3	0	3
BCL6	0	111
BCL6B	0	0
BCL7A	0	24
BCL7B	0	1
BCL7C	0	0
BCL9	3	0
BCL9L	0	0
BCLAF1	0	0
BCLAF3	0	1085
BCO1	21	0
BCO2	0	8
BCOR	0	291
BCORL1	0	130
BCR	7	250
BCS1L	0	16
BDH1	0	463
BDH2	0	1
BDKRB1	0	12
BDKRB2	39	117
BDNF	0	4
BDP1	0	41
BEAN1	0	100
BECN1	0	0
BECN2	0	932
BEGAIN	0	15405
BEND2	0	0
BEND3	0	285
BEND4	0	73
BEND5	78	0
BEND6	0	0
BEND7	11	0
BEST1	0	332
BEST2	0	0
BEST3	0	4
BEST4	35	0
BET1	0	1261
BET1L	0	650
BEX1	0	7
BEX2	0	190
BEX3	0	12
BEX4	0	0
BEX5	133	590
BFAR	3	0
BFSP1	0	118
BFSP2	0	4248
BGLAP	0	0
BGN	0	2763
BHLHA15	0	293
BHLHA9	0	0
BHLHB9	0	4874
BHLHE22	0	0
BHLHE23	0	0
BHLHE40	0	355
BHLHE41	0	3
BHMG1	0	596
BHMT	0	0
BHMT2	0	0
BICC1	0	1
BICD1	0	33
BICD2	0	0
BICDL1	0	6
BICDL2	0	0
BICRA	0	46
BICRAL	0	19859
BID	0	16
BIK	0	1192
BIN1	1	0
BIN2	0	1260
BIN3	0	327
BIRC2	0	1
BIRC3	0	1
BIRC5	0	12163
BIRC6	0	0
BIRC7	0	1140
BIVM	0	1
BIVM-ERCC5	0	0
BLACAT1	0	178
BLCAP	0	0
BLID	0	1604
BLK	67	43
BLM	0	457
BLMH	0	0
BLNK	0	10
BLOC1S1	0	42
BLOC1S2	0	0
BLOC1S3	0	0
BLOC1S4	0	0
BLOC1S5	0	3059
BLOC1S6	0	0
BLVRA	0	0
BLVRB	0	0
BLZF1	0	702
BMERB1	0	0
BMF	0	0
BMI1	0	268
BMP1	0	0
BMP10	0	0
BMP15	0	1
BMP2	0	3
BMP2K	0	201
BMP3	0	14087
BMP4	0	1972
BMP5	0	706
BMP6	0	0
BMP7	0	0
BMP8A	0	12
BMP8B	0	727
BMPER	0	0
BMPR1A	1	0
BMPR1B	0	0
BMPR2	0	0
BMS1	0	0
BMT2	0	120
BMX	0	31
BNC1	0	0
BNC2	0	0
BNIP1	118	0
BNIP2	0	0
BNIP3	0	523
BNIP3L	0	3
BNIP5	0	75
BNIPL	0	4155
BOC	0	2831
BOD1	0	2226
BOD1L1	0	0
BOD1L2	0	408
BOK	0	578
BOLA1	0	262
BOLA2	0	0
BOLA2-SMG1P6	0	239
BOLA2B	0	1795
BOLA3	0	930
BOLL	0	0
BOP1	0	4
BORA	0	379
BORCS5	0	608
BORCS6	0	111
BORCS7	0	0
BORCS8	0	4
BORCS8-MEF2B	0	0
BPGM	0	1
BPHL	0	0
BPI	0	14
BPIFA1	0	199
BPIFA2	0	35
BPIFA3	0	4
BPIFB1	0	2
BPIFB2	0	0
BPIFB3	0	14547
BPIFB4	0	0
BPIFB6	0	0
BPIFC	0	0
BPNT1	0	733
BPTF	88	6
BPY2	0	0
BPY2B	0	1610
BPY2C	0	222
BRAF	0	231
BRAP	0	45
BRAT1	0	0
BRCA1	0	1
BRCA2	0	0
BRCC3	0	0
BRD1	0	0
BRD2	0	0
BRD3	8	0
BRD3OS	0	0
BRD4	1	0
BRD7	0	1092
BRD8	0	0
BRD9	0	1243
BRDT	1	25
BRF1	0	0
BRF2	6	271
BRI3	3	0
BRI3BP	2	0
BRICD5	0	0
BRINP1	98	0
BRINP2	0	1824
BRINP3	0	2
BRIP1	0	31
BRIX1	0	0
BRK1	0	3
BRMS1	0	1767
BRMS1L	11	3251
BROX	0	0
BRPF1	0	63
BRPF3	0	25
BRS3	0	1076
BRSK1	0	0
BRSK2	0	5
BRWD1	0	366
BRWD3	0	175
BSCL2	0	1454
BSDC1	0	0
BSG	0	75
BSN	21	0
BSND	0	0
BSPH1	0	56
BSPRY	5	0
BST1	0	696
BST2	0	2423
BSX	0	26
BTAF1	0	31
BTBD1	0	63
BTBD10	3	12
BTBD11	0	3
BTBD16	0	0
BTBD17	0	244
BTBD18	0	4
BTBD19	0	3090
BTBD2	0	0
BTBD3	0	0
BTBD6	4	0
BTBD7	0	48
BTBD8	0	1
BTBD9	0	0
BTC	0	144
BTD	0	78
BTF3	0	0
BTF3L4	0	25
BTG1	0	2
BTG2	0	2982
BTG3	0	20
BTG4	0	0
BTK	0	2
BTLA	0	78
BTN1A1	0	238
BTN2A1	0	61
BTN2A2	0	16
BTN3A1	0	0
BTN3A2	0	3
BTN3A3	0	50
BTNL2	0	0
BTNL3	0	83
BTNL8	0	5
BTNL9	0	352
BTRC	0	2006
BUB1	0	0
BUB1B	0	4
BUB3	0	98
BUD13	0	1
BUD23	0	2
BUD31	0	143
BVES	0	0
BX255925.3	0	58
BX276092.9	0	105
BX664615.2	0	0
BYSL	0	0
BZW1	0	6
BZW2	0	1648
C10orf105	0	60
C10orf113	1	21
C10orf120	0	0
C10orf143	0	1010
C10orf53	0	6393
C10orf55	0	2570
C10orf62	0	21
C10orf67	3	469
C10orf71	32	1
C10orf82	0	0
C10orf88	0	0
C10orf90	0	964
C10orf95	0	0
C10orf99	0	11
C11orf1	0	8006
C11orf16	0	0
C11orf21	0	4425
C11orf24	0	0
C11orf42	0	0
C11orf45	0	5258
C11orf49	0	0
C11orf52	0	2
C11orf53	0	0
C11orf54	0	2
C11orf58	18	0
C11orf65	0	1
C11orf68	0	0
C11orf71	0	0
C11orf80	0	0
C11orf86	0	239
C11orf87	0	0
C11orf88	134	3337
C11orf91	37	0
C11orf94	0	36
C11orf95	0	12
C11orf96	0	2
C11orf97	0	2
C11orf98	0	39
C12orf10	1	183
C12orf29	0	0
C12orf4	0	9778
C12orf40	0	21733
C12orf42	0	0
C12orf43	0	2
C12orf45	0	0
C12orf49	6	4873
C12orf50	0	1695
C12orf54	0	3
C12orf56	13	10013
C12orf57	0	0
C12orf60	0	0
C12orf65	0	28
C12orf66	11	0
C12orf71	0	86
C12orf73	0	1276
C12orf75	0	263
C12orf76	0	0
C13orf42	0	226
C13orf46	0	23
C14orf119	0	2
C14orf132	0	37
C14orf177	0	0
C14orf178	0	0
C14orf180	0	13
C14orf28	0	542
C14orf39	0	7
C14orf93	0	1950
C15orf39	0	0
C15orf40	0	25
C15orf41	0	2
C15orf48	0	0
C15orf61	0	2
C15orf62	0	0
C15orf65	0	0
C16orf46	0	0
C16orf54	0	76
C16orf58	0	0
C16orf70	0	478
C16orf71	0	0
C16orf72	0	3549
C16orf74	0	9
C16orf78	0	1
C16orf82	0	0
C16orf86	9	1470
C16orf87	1	161
C16orf89	0	0
C16orf90	0	485
C16orf91	0	2
C16orf92	0	0
C16orf95	0	9
C16orf96	0	5314
C17orf100	0	0
C17orf107	0	0
C17orf113	0	224
C17orf49	0	88
C17orf50	0	2650
C17orf58	20	39
C17orf64	36	1
C17orf67	4	4
C17orf75	0	830
C17orf78	0	0
C17orf80	0	14
C17orf97	0	5
C17orf98	0	330
C17orf99	0	0
C18orf21	0	11
C18orf25	0	0
C18orf32	0	105
C18orf54	0	0
C18orf63	0	0
C19orf12	0	0
C19orf18	0	0
C19orf25	0	0
C19orf33	0	2
C19orf38	0	0
C19orf44	0	392
C19orf47	29	0
C19orf48	0	977
C19orf53	0	0
C19orf54	0	13
C19orf57	0	0
C19orf67	0	0
C19orf71	0	3453
C19orf73	0	535
C19orf81	0	0
C19orf84	0	1
C19orf85	0	225
C1D	38	1083
C1GALT1	0	1
C1GALT1C1	1	180
C1GALT1C1L	0	1475
C1orf100	0	0
C1orf105	0	0
C1orf109	0	0
C1orf112	0	0
C1orf115	0	457
C1orf116	0	62
C1orf122	0	3
C1orf127	0	0
C1orf131	1	0
C1orf141	0	13049
C1orf146	0	0
C1orf158	0	0
C1orf159	0	269
C1orf162	0	3935
C1orf167	30	2
C1orf174	0	0
C1orf185	8	18
C1orf189	0	5
C1orf194	0	2
C1orf198	0	0
C1orf21	0	0
C1orf210	1	66
C1orf216	0	0
C1orf226	0	0
C1orf232	1	0
C1orf35	0	0
C1orf43	1	0
C1orf50	1	393
C1orf52	0	6
C1orf53	0	0
C1orf54	8	2751
C1orf56	0	0
C1orf61	0	482
C1orf68	0	3
C1orf74	0	2883
C1orf87	0	0
C1orf94	0	0
C1QA	1	0
C1QB	0	7422
C1QBP	1	183
C1QC	1	0
C1QL1	0	10666
C1QL2	0	6
C1QL3	0	11
C1QL4	0	0
C1QTNF1	0	0
C1QTNF12	0	0
C1QTNF2	0	11472
C1QTNF3	0	2278
C1QTNF4	0	0
C1QTNF5	0	0
C1QTNF6	0	0
C1QTNF7	0	485
C1QTNF8	0	72
C1QTNF9	0	0
C1QTNF9B	0	34
C1R	0	0
C1RL	0	0
C1S	0	0
C2	0	0
C20orf141	0	0
C20orf144	1	3
C20orf173	8	2
C20orf194	0	5
C20orf202	0	0
C20orf203	0	1772
C20orf204	0	5
C20orf27	3	1248
C20orf85	2	18
C20orf96	0	0
C21orf58	0	180
C21orf62	0	1478
C21orf91	3	2893
C22orf15	76	0
C22orf23	0	0
C22orf31	0	7
C22orf39	0	0
C22orf42	0	1
C2CD2	0	7664
C2CD2L	0	456
C2CD3	0	0
C2CD4A	64	0
C2CD4B	0	0
C2CD4C	0	37
C2CD4D	0	14
C2CD5	0	0
C2CD6	0	0
C2orf15	0	0
C2orf16	0	996
C2orf42	0	93
C2orf49	0	76
C2orf50	42	0
C2orf66	0	0
C2orf68	0	0
C2orf69	0	0
C2orf72	0	1898
C2orf73	10	1815
C2orf74	0	2475
C2orf76	2	3604
C2orf78	12	1855
C2orf80	0	0
C2orf81	6	0
C2orf83	0	218
C2orf88	0	137
C2orf92	0	9098
C3	0	39
C3AR1	0	0
C3orf14	2	5
C3orf18	0	0
C3orf20	17	290
C3orf22	0	0
C3orf33	0	2
C3orf36	0	142
C3orf38	0	0
C3orf49	0	0
C3orf52	0	0
C3orf56	0	0
C3orf62	0	4706
C3orf67	0	0
C3orf70	40	0
C3orf80	0	27
C3orf84	0	29704
C3orf85	0	0
C4A	0	0
C4B	0	0
C4BPA	0	217
C4BPB	0	0
C4orf17	0	0
C4orf19	0	8
C4orf3	173	0
C4orf33	0	1052
C4orf36	0	225
C4orf45	0	4005
C4orf46	0	0
C4orf47	0	41
C4orf48	0	0
C4orf50	0	0
C4orf51	0	1
C4orf54	0	2651
C5	0	4
C5AR1	0	11
C5AR2	0	0
C5orf15	0	644
C5orf22	0	0
C5orf24	0	0
C5orf34	39	1
C5orf38	0	88
C5orf46	0	0
C5orf47	0	47
C5orf49	0	109
C5orf51	0	0
C5orf52	12	0
C5orf58	0	0
C5orf63	0	17
C6	0	0
C6orf118	0	0
C6orf120	0	129
C6orf132	0	148
C6orf136	0	7278
C6orf141	0	3
C6orf15	0	16
C6orf163	10	609
C6orf201	0	1
C6orf223	44	0
C6orf226	0	1788
C6orf47	0	15
C6orf52	0	0
C6orf58	0	1343
C6orf62	0	7
C6orf89	0	1939
C7	0	372
C7orf25	0	61
C7orf26	0	8581
C7orf31	0	3711
C7orf33	0	9
C7orf50	0	0
C7orf57	0	688
C7orf61	0	0
C7orf77	0	558
C8A	0	0
C8B	0	0
C8G	0	2
C8orf33	0	0
C8orf34	0	0
C8orf37	118	3882
C8orf44	2	2474
C8orf44-SGK3	0	0
C8orf48	0	1
C8orf58	0	0
C8orf74	0	1621
C8orf76	0	21
C8orf82	0	1898
C8orf86	0	0
C8orf88	0	0
C8orf89	0	392
C9	0	0
C9orf116	0	1
C9orf129	0	0
C9orf131	0	0
C9orf135	0	1573
C9orf152	0	489
C9orf153	0	130
C9orf16	0	0
C9orf24	0	0
C9orf40	0	1421
C9orf43	0	0
C9orf50	5	0
C9orf57	0	105
C9orf64	0	29
C9orf72	0	0
C9orf78	0	89
C9orf85	0	72
C9orf92	0	0
CA1	0	18
CA10	0	1069
CA11	0	153
CA12	0	1
CA13	0	5876
CA14	0	977
CA2	0	5157
CA3	0	0
CA4	0	364
CA5A	0	31
CA5B	0	0
CA6	0	69
CA7	0	0
CA8	0	0
CA9	0	1
CAAP1	0	5883
CAB39	0	229
CAB39L	0	1
CABCOCO1	0	18
CABIN1	0	697
CABLES1	0	9319
CABLES2	0	2
CABP1	649	0
CABP2	0	0
CABP4	0	0
CABP5	0	1
CABP7	0	205
CABS1	0	0
CABYR	0	502
CACFD1	0	1
CACHD1	0	11
CACNA1A	1	1550
CACNA1B	48	0
CACNA1C	0	0
CACNA1D	0	67
CACNA1E	0	239
CACNA1F	0	0
CACNA1G	0	0
CACNA1H	0	882
CACNA1I	0	0
CACNA1S	0	0
CACNA2D1	0	26
CACNA2D2	0	12157
CACNA2D3	0	0
CACNA2D4	0	0
CACNB1	3	1600
CACNB2	0	0
CACNB3	0	0
CACNB4	1	1971
CACNG1	0	133
CACNG2	0	0
CACNG3	0	0
CACNG4	0	0
CACNG5	0	345
CACNG6	0	2016
CACNG7	0	1966
CACNG8	0	0
CACTIN	0	466
CACUL1	0	0
CACYBP	0	8
CAD	367	0
CADM1	0	2880
CADM2	0	38
CADM3	0	1
CADM4	0	1
CADPS	0	624
CADPS2	0	892
CAGE1	0	0
CALB1	0	0
CALB2	0	461
CALCA	0	0
CALCB	0	63
CALCOCO1	0	0
CALCOCO2	0	2066
CALCR	0	2965
CALCRL	0	56
CALD1	0	0
CALHM1	0	0
CALHM2	0	0
CALHM3	0	139
CALHM4	0	4207
CALHM5	0	87
CALHM6	0	0
CALM1	0	168
CALM2	104	8424
CALM3	0	45
CALML3	0	0
CALML4	10	226
CALML5	0	139
CALML6	0	212
CALN1	0	0
CALR	0	3047
CALR3	0	62
CALU	0	6
CALY	0	0
CAMK1	0	983
CAMK1D	0	184
CAMK1G	0	1
CAMK2A	0	655
CAMK2B	0	0
CAMK2D	0	476
CAMK2G	0	2057
CAMK2N1	0	0
CAMK2N2	0	8
CAMK4	0	2
CAMKK1	0	1196
CAMKK2	0	111
CAMKMT	0	4
CAMKV	15	347
CAMLG	0	5
CAMP	0	0
CAMSAP1	0	523
CAMSAP2	0	3
CAMSAP3	0	1
CAMTA1	0	776
CAMTA2	0	2
CAND1	0	0
CAND2	0	21
CANT1	0	929
CANX	0	0
CAP1	0	0
CAP2	0	1
CAPG	0	7
CAPN1	0	6272
CAPN10	0	6
CAPN11	0	0
CAPN12	0	2000
CAPN13	0	971
CAPN14	0	0
CAPN15	0	132
CAPN2	0	1
CAPN3	0	4055
CAPN5	0	0
CAPN6	0	2
CAPN7	0	0
CAPN8	0	0
CAPN9	0	0
CAPNS1	0	0
CAPNS2	0	0
CAPRIN1	0	0
CAPRIN2	0	1
CAPS	0	0
CAPS2	2	70
CAPSL	0	0
CAPZA1	0	198
CAPZA2	0	0
CAPZA3	0	0
CAPZB	0	31
CARD10	0	0
CARD11	0	0
CARD14	0	0
CARD16	0	325
CARD17	0	0
CARD18	7	0
CARD19	0	0
CARD6	28	0
CARD8	0	511
CARD9	0	0
CARF	0	0
CARHSP1	110	0
CARM1	0	32
CARMIL1	0	148
CARMIL2	0	4975
CARMIL3	0	299
CARNMT1	0	742
CARNS1	0	0
CARS1	20	101
CARS2	0	193
CARTPT	0	1857
CASC1	0	7000
CASC3	0	0
CASC4	0	7
CASD1	4	9
CASK	0	0
CASKIN1	0	1
CASKIN2	0	882
CASP1	0	1105
CASP10	0	0
CASP14	0	0
CASP2	0	0
CASP3	0	30
CASP4	0	51
CASP5	0	80
CASP6	0	2
CASP7	0	173
CASP8	0	4
CASP8AP2	0	6438
CASP9	0	0
CASQ1	0	17
CASQ2	0	0
CASR	0	31
CASS4	0	2899
CAST	0	143
CASTOR1	0	1618
CASTOR2	0	48
CASTOR3	0	38
CASZ1	0	4828
CAT	6	0
CATIP	0	0
CATSPER1	0	1
CATSPER2	0	758
CATSPER3	0	0
CATSPER4	0	382
CATSPERB	0	7774
CATSPERD	0	0
CATSPERE	0	496
CATSPERG	0	6433
CATSPERZ	0	143
CAV1	0	1
CAV2	0	6917
CAV3	0	0
CAVIN1	0	41
CAVIN2	0	0
CAVIN3	0	1458
CAVIN4	2	218
CBARP	0	0
CBFA2T2	0	0
CBFA2T3	0	0
CBFB	0	0
CBL	0	0
CBLB	0	1
CBLC	0	171
CBLIF	8	63
CBLL1	0	19
CBLL2	0	2281
CBLN1	0	2539
CBLN2	0	0
CBLN3	0	0
CBLN4	0	0
CBR1	0	0
CBR3	0	90
CBR4	144	1690
CBS	0	2
CBSL	0	36
CBWD1	7	295
CBWD2	0	66
CBWD3	50	174
CBWD5	159	0
CBWD6	0	0
CBX1	0	0
CBX2	0	0
CBX3	0	618
CBX4	0	0
CBX5	0	4361
CBX6	0	5
CBX7	177	243
CBX8	0	87
CBY1	0	0
CBY2	0	0
CBY3	0	185
CC2D1A	0	152
CC2D1B	0	31
CC2D2A	0	0
CC2D2B	0	0
CCAR1	0	0
CCAR2	0	0
CCBE1	0	0
CCDC102A	0	0
CCDC102B	0	7076
CCDC103	0	1
CCDC105	0	1414
CCDC106	56	1652
CCDC107	0	0
CCDC110	0	0
CCDC112	0	78
CCDC113	0	0
CCDC114	0	0
CCDC115	0	43
CCDC116	19	8529
CCDC117	0	0
CCDC12	0	0
CCDC120	0	1043
CCDC121	0	0
CCDC122	11	1278
CCDC124	0	172
CCDC125	0	10755
CCDC126	0	0
CCDC127	12	0
CCDC13	0	0
CCDC130	0	58
CCDC134	0	0
CCDC136	0	0
CCDC137	0	0
CCDC138	0	0
CCDC14	0	0
CCDC140	0	0
CCDC141	0	0
CCDC142	0	0
CCDC144A	0	109
CCDC144NL	0	0
CCDC146	0	140
CCDC148	0	73
CCDC149	0	1
CCDC15	0	3855
CCDC150	0	1360
CCDC151	0	135
CCDC152	36	7
CCDC153	0	22
CCDC154	0	0
CCDC155	0	0
CCDC157	0	3195
CCDC158	0	1
CCDC159	0	0
